ID,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
159,Brighton East,4 Chapman St,5,h,2900000,PI,Buxton,8/10/16,10.7,3187,5,4,2,640,,1950,Bayside,-37.928,145.0095,Southern Metropolitan,6938
160,Brighton East,10 MacKie Gr,3,h,1580000,S,Marshall,10/9/16,10.7,3187,4,2,2,597,,,Bayside,-37.9085,145.0201,Southern Metropolitan,6938
161,Brighton East,48 Thomas St,2,h,1000000,PI,Biggin,10/9/16,10.7,3187,2,1,2,564,131,1948,Glen Eira,-37.9143,145.0238,Southern Metropolitan,6938
162,Brighton East,1 Arnot St,5,h,2500000,VB,Hodges,10/12/16,10.7,3187,5,3,2,634,,2005,Bayside,-37.9126,145.013,Southern Metropolitan,6938
163,Brighton East,355 Nepean Hwy,3,h,1290000,S,Greg,10/12/16,10.7,3187,3,1,2,661,,1920,Bayside,-37.9045,145.0082,Southern Metropolitan,6938
164,Brighton East,92 Thomas St,5,h,3207000,S,hockingstuart,10/12/16,10.7,3187,5,5,3,1561,272,1969,Bayside,-37.9102,145.0245,Southern Metropolitan,6938
165,Brighton East,38 Agnew St,3,h,1710000,S,hockingstuart,17/9/16,10.7,3187,4,3,2,435,228,1915,Bayside,-37.91,145.0113,Southern Metropolitan,6938
166,Brighton East,4 Hansen St,3,h,900000,S,Hodges,19/11/16,10.7,3187,3,2,2,236,,,Bayside,-37.9215,145.0227,Southern Metropolitan,6938
167,Brighton East,1 Marriage Rd,4,h,1815000,S,hockingstuart,22/5/16,10.7,3187,4,2,2,732,,,Bayside,-37.9184,145.007,Southern Metropolitan,6938
168,Brighton East,9 Montgomery St,4,h,2820000,S,Buxton,27/11/16,10.7,3187,4,4,4,509,337,1960,Bayside,-37.9172,145.0214,Southern Metropolitan,6938
169,Brunswick,9 Blair St,4,h,1802500,S,Jellis,3/12/16,5.2,3056,4,3,1,238,93,1910,Moreland,-37.7713,144.9643,Northern Metropolitan,11918
170,Brunswick,29 Stewart St,4,h,2230000,S,Nelson,4/3/17,5.2,3056,4,2,3,851,287,1940,Moreland,-37.7637,144.9662,Northern Metropolitan,11918
171,Brunswick,9/33 Staley St,2,u,445000,S,Walshe,7/5/16,5.2,3056,2,1,1,0,61,1975,Moreland,-37.7643,144.9638,Northern Metropolitan,11918
172,Brunswick,6/153 Barkly St,2,u,600000,S,Nelson,7/11/16,5.2,3056,2,1,1,0,75,2011,Moreland,-37.777,144.9703,Northern Metropolitan,11918
173,Brunswick,39 Eveline St,3,h,1125000,S,Jellis,8/10/16,5.2,3056,3,1,1,278,91,1910,Moreland,-37.7701,144.9633,Northern Metropolitan,11918
174,Brunswick,28 Osborne St,3,h,855000,S,Nelson,8/10/16,5.2,3056,3,1,1,229,97,1930,Moreland,-37.7622,144.9586,Northern Metropolitan,11918
175,Brunswick,78 Stewart St,3,h,910000,S,Jellis,8/10/16,5.2,3056,2,1,1,215,,,Moreland,-37.7642,144.9688,Northern Metropolitan,11918
176,Brunswick,175 Edward St,3,h,1261000,S,Nelson,16/4/16,5.2,3056,2,1,1,216,100,1910,Moreland,-37.7746,144.9697,Northern Metropolitan,11918
177,Brunswick,52 Evans St,3,h,1650000,S,Nelson,18/3/17,5.2,3056,3,1,2,495,141,1920,Moreland,-37.7702,144.9672,Northern Metropolitan,11918
178,Brunswick,94 Wilson St,2,h,800000,S,Biggin,23/4/16,5.2,3056,2,1,0,137,,,Moreland,-37.7745,144.9558,Northern Metropolitan,11918
179,Brunswick,1 Davison St,3,h,1000000,S,Nelson,24/9/16,5.2,3056,3,1,1,370,,,Moreland,-37.7632,144.9572,Northern Metropolitan,11918
180,Brunswick,17 Goodman St,2,h,916000,S,Nelson,24/9/16,5.2,3056,2,1,0,1328,,1890,Moreland,-37.773,144.9568,Northern Metropolitan,11918
181,Brunswick,3/30 Heller St,2,t,801000,S,Jellis,25/2/17,5.2,3056,2,2,1,156,87,2007,Moreland,-37.7744,144.9498,Northern Metropolitan,11918
182,Brunswick,32 Lobb St,3,t,820000,SP,Jellis,25/2/17,5.2,3056,3,2,2,4668,126,2011,Moreland,-37.7687,144.9649,Northern Metropolitan,11918
183,Brunswick,4 Bryant St,4,h,820000,VB,Nelson,27/6/16,5.2,3056,3,1,0,416,,,Moreland,-37.763,144.9598,Northern Metropolitan,11918
184,Brunswick,38 Stewart St,3,h,1317000,S,Nelson,28/5/16,5.2,3056,3,1,1,480,,,Moreland,-37.7639,144.966,Northern Metropolitan,11918
185,Brunswick,11/6 Sydney Rd,1,u,370000,S,Nelson,28/5/16,5.2,3056,1,1,1,0,54,1965,Moreland,-37.7775,144.9607,Northern Metropolitan,11918
186,Brunswick,10 Cliff St,1,h,772000,SP,Collins,28/8/16,5.2,3056,1,1,1,147,82,1890,Moreland,-37.7643,144.9584,Northern Metropolitan,11918
187,Brunswick,69 Glenlyon Rd,3,h,1210000,S,Nelson,28/8/16,5.2,3056,3,2,1,280,130,1890,Moreland,-37.7719,144.9661,Northern Metropolitan,11918
188,Brunswick,109 Stewart St,3,h,1080000,S,Nelson,28/8/16,5.2,3056,3,2,1,316,,,Moreland,-37.7643,144.9713,Northern Metropolitan,11918
189,Brunswick,411 Barkly St,2,h,945000,S,Jellis,30/7/16,5.2,3056,2,1,2,246,103,1910,Moreland,-37.775,144.9536,Northern Metropolitan,11918
190,Brunswick West,4/1 Allard St,2,u,473000,S,Harrington,4/6/16,5.9,3055,2,1,2,568,,,Moreland,-37.7682,144.9422,Northern Metropolitan,7082
191,Brunswick West,5 Halpin St,3,h,1200000,S,Nelson,4/6/16,5.9,3055,3,1,1,600,,,Moreland,-37.769,144.9478,Northern Metropolitan,7082
192,Brunswick West,12/881 Park St,1,u,300000,SP,Grantham,7/11/16,5.9,3055,1,1,0,0,37,1960,Moreland,-37.7763,144.947,Northern Metropolitan,7082
193,Brunswick West,1/572 Moreland Rd,3,t,797500,S,Nelson,11/2/17,5.9,3055,3,2,2,262,155,2010,Moreland,-37.7519,144.9324,Northern Metropolitan,7082
194,Brunswick West,81 Whitby St,3,h,1330000,S,Nelson,12/11/16,5.9,3055,3,1,2,353,101,1930,Moreland,-37.764,144.9428,Northern Metropolitan,7082
195,Brunswick West,201 Hope St,2,h,711000,S,Nelson,16/4/16,5.9,3055,2,1,1,177,87,1910,Moreland,-37.7619,144.9412,Northern Metropolitan,7082
196,Brunswick West,542 Albion St,5,h,1200000,PI,Jellis,22/8/16,5.9,3055,5,2,3,553,193,1920,Moreland,-37.7576,144.9348,Northern Metropolitan,7082
197,Brunswick West,12 Hamilton St,2,h,820000,S,Jellis,26/7/16,5.9,3055,3,1,1,206,98,1900,Moreland,-37.7604,144.9488,Northern Metropolitan,7082
198,Brunswick West,1/312 Hope St,1,u,351000,PI,Nelson,27/11/16,5.9,3055,1,1,1,0,,,Moreland,-37.7614,144.9393,Northern Metropolitan,7082
199,Brunswick West,4/38 Melville Rd,2,t,598000,S,Nelson,28/5/16,5.9,3055,2,1,1,69,,2009,Moreland,-37.766,144.9439,Northern Metropolitan,7082
200,Bulleen,19a Elizabeth St,3,u,851000,S,Jellis,3/9/16,11.8,3105,3,1,2,385,140,2000,Manningham,-37.7599,145.0849,Eastern Metropolitan,4480
201,Bulleen,49 Furneaux Gr,4,h,1002000,S,Jellis,8/10/16,11.8,3105,4,1,2,650,323,,Manningham,-37.778,145.0913,Eastern Metropolitan,4480
202,Bulleen,24 Robert St,4,h,1300000,SP,Jellis,10/12/16,11.8,3105,4,3,1,604,,,Manningham,-37.7621,145.086,Eastern Metropolitan,4480
203,Bulleen,1/15 Estelle St,3,u,787000,S,Barry,11/2/17,11.8,3105,3,1,2,306,100,1985,Manningham,-37.7792,145.0903,Eastern Metropolitan,4480
204,Bulleen,7 Kampman St,4,h,1300000,S,McGrath,18/3/17,11.8,3105,4,2,2,744,300,1985,Manningham,-37.7791,145.086,Eastern Metropolitan,4480
205,Bulleen,1/7 Westwood Dr,3,u,812500,S,Barry,19/11/16,11.8,3105,3,1,1,421,,,Manningham,-37.7798,145.1023,Eastern Metropolitan,4480
206,Burwood,2/32 McIntyre St,3,u,1022500,S,Ray,3/12/16,11.7,3125,3,2,2,265,130,2000,Whitehorse,-37.8516,145.1056,Southern Metropolitan,5678
207,Burwood,30 Station St,3,h,1755000,S,Buxton,4/2/16,11.7,3125,3,1,1,931,145,1970,Whitehorse,-37.854,145.1195,Southern Metropolitan,5678
208,Burwood,2/22 Scott Gr,3,t,780000,VB,Jellis,10/9/16,11.7,3125,3,2,2,160,,,Whitehorse,-37.8525,145.0973,Southern Metropolitan,5678
209,Burwood,1/34 Cumming St,5,h,1060000,S,Ray,12/6/16,11.7,3125,4,3,2,326,210,2013,Whitehorse,-37.8528,145.1129,Southern Metropolitan,5678
210,Burwood,1/392 Burwood Hwy,3,t,752000,S,Allens,17/9/16,11.7,3125,4,2,2,217,,1993,Whitehorse,-37.8522,145.1312,Southern Metropolitan,5678
211,Burwood,19 Puerta St,3,h,1540000,S,Jellis,17/9/16,11.7,3125,3,2,2,653,120,1950,Whitehorse,-37.8445,145.1011,Southern Metropolitan,5678
212,Burwood,1/24 Edwards St,3,t,1145000,S,Jellis,18/3/17,11.7,3125,3,2,2,329,,,Whitehorse,-37.8484,145.1013,Southern Metropolitan,5678
213,Burwood,18 Murray Dr,4,h,1800000,PI,Jellis,18/6/16,11.7,3125,4,2,2,1393,,1963,Whitehorse,-37.8463,145.102,Southern Metropolitan,5678
214,Burwood,8 Pescott Cl,4,t,1270000,S,Jellis,18/6/16,11.7,3125,4,2,2,399,212,2005,Monash,-37.8597,145.1084,Southern Metropolitan,5678
215,Burwood,18 Brockhoff Dr,4,h,1250000,SA,Barry,24/9/16,11.7,3125,4,2,2,499,220,2005,Monash,-37.8593,145.1101,Southern Metropolitan,5678
216,Camberwell,28 Brinsley Rd,4,h,2650000,S,Jellis,3/9/16,7.8,3124,4,2,1,652,189,1890,Boroondara,-37.8286,145.0686,Southern Metropolitan,8920
217,Camberwell,4/2 Callanish Rd,2,u,729000,S,Noel,3/12/16,7.8,3124,2,1,1,137,87,1970,Boroondara,-37.8459,145.088,Southern Metropolitan,8920
218,Camberwell,2 Thomas St,3,h,1690000,PI,hockingstuart,4/6/16,7.8,3124,3,2,1,777,154,1950,Boroondara,-37.8431,145.0962,Southern Metropolitan,8920
219,Camberwell,68 Hunter Rd,4,h,2950000,VB,Fletchers,7/5/16,7.8,3124,4,2,4,661,,,Boroondara,-37.8382,145.0904,Southern Metropolitan,8920
220,Camberwell,19 Thomas St,3,h,2325000,PI,Marshall,7/5/16,7.8,3124,3,2,2,1133,131,1930,Boroondara,-37.8426,145.0943,Southern Metropolitan,8920
221,Camberwell,4/17 Hazel St,2,u,805000,PI,Noel,18/3/17,7.8,3124,2,2,2,188,,,Boroondara,-37.8442,145.0668,Southern Metropolitan,8920
222,Camberwell,29 Kalang Rd,4,h,2015000,S,Jellis,27/11/16,7.8,3124,4,1,4,772,145,1920,Boroondara,-37.8441,145.0806,Southern Metropolitan,8920
223,Camberwell,612 Riversdale Rd,4,h,2750000,PI,RT,28/5/16,7.8,3124,4,3,1,0,257,1912,Boroondara,-37.8325,145.0649,Southern Metropolitan,8920
224,Camberwell,4/26 Cornell St,2,h,706000,S,Fletchers,28/8/16,7.8,3124,2,1,1,95,,1960,Boroondara,-37.8399,145.0912,Southern Metropolitan,8920
225,Canterbury,5 Margaret St,4,h,2620000,S,Marshall,7/11/16,9,3126,4,1,1,717,235,1890,Boroondara,-37.8266,145.0849,Southern Metropolitan,3265
226,Canterbury,77 Highfield Rd,5,h,3550000,VB,RT,18/3/17,9,3126,5,4,4,684,427,2013,Boroondara,-37.832,145.0853,Southern Metropolitan,3265
227,Canterbury,12a View St,3,h,1850000,PI,Marshall,26/7/16,9,3126,3,2,2,361,216,1995,Boroondara,-37.8206,145.0785,Southern Metropolitan,3265
228,Canterbury,3/34 Faversham Rd,3,t,1843000,S,Jellis,27/6/16,9,3126,3,2,2,0,,,Boroondara,-37.8207,145.0854,Southern Metropolitan,3265
229,Carlton North,593 Canning St,3,h,1540000,S,Nelson,4/3/17,3.2,3054,3,1,0,169,,,Yarra,-37.7821,144.9753,Northern Metropolitan,3106
230,Carlton North,122 Richardson St,2,h,1725000,S,hockingstuart,4/3/17,3.2,3054,2,1,1,210,,,Yarra,-37.7844,144.972,Northern Metropolitan,3106
231,Carlton North,40 Ogrady St,2,h,1330000,S,Nelson,15/10/16,3.2,3054,2,1,0,116,,,Yarra,-37.7904,144.9726,Northern Metropolitan,3106
232,Carlton North,984 Lygon St,2,h,1150000,VB,Nelson,24/9/16,3.2,3054,2,1,2,373,,,Yarra,-37.7828,144.9702,Northern Metropolitan,3106
233,Carnegie,8/54 Moonya Rd,1,u,346000,S,Woodards,4/3/17,11.4,3163,1,1,1,60,48,1970,Glen Eira,-37.8965,145.0618,Southern Metropolitan,7822
234,Carnegie,1/177 Oakleigh Rd,2,u,586000,S,hockingstuart,4/3/17,11.4,3163,2,1,1,898,,1970,Glen Eira,-37.9003,145.0634,Southern Metropolitan,7822
235,Carnegie,4/314 Neerim Rd,2,u,525000,SP,hockingstuart,4/6/16,11.4,3163,2,1,2,0,67,2009,Glen Eira,-37.8893,145.0589,Southern Metropolitan,7822
236,Carnegie,4/12 Judith St,2,u,360000,VB,Gary,6/8/16,11.4,3163,2,1,1,0,70,1970,Glen Eira,-37.9032,145.0555,Southern Metropolitan,7822
237,Carnegie,78b Miller St,3,u,1008000,S,Woodards,7/11/16,11.4,3163,3,2,1,300,130,1990,Glen Eira,-37.8974,145.0539,Southern Metropolitan,7822
238,Carnegie,4/62 Moonya Rd,2,u,625000,S,Woodards,7/11/16,11.4,3163,2,1,1,78,,,Glen Eira,-37.8967,145.0627,Southern Metropolitan,7822
239,Carnegie,12/250 Neerim Rd,2,t,700000,SP,Gary,7/11/16,11.4,3163,2,2,1,106,,,Glen Eira,-37.8881,145.0535,Southern Metropolitan,7822
240,Carnegie,2/22 Kokaribb Rd,2,u,465000,S,Ray,11/2/17,11.4,3163,2,1,1,0,56,1970,Glen Eira,-37.8881,145.0558,Southern Metropolitan,7822
241,Carnegie,14 Emily St,3,h,1646000,S,Ray,11/3/17,11.4,3163,3,2,2,721,,,Glen Eira,-37.8909,145.0648,Southern Metropolitan,7822
242,Carnegie,215 Neerim Rd,3,h,950000,VB,Gary,14/5/16,11.4,3163,3,1,1,586,,,Glen Eira,-37.888,145.0505,Southern Metropolitan,7822
243,Carnegie,27 Morgan St,5,h,1900000,PI,Buxton,19/11/16,11.4,3163,5,3,1,564,,1930,Glen Eira,-37.8957,145.0487,Southern Metropolitan,7822
244,Carnegie,16a Blackwood St,2,u,983500,S,Thomson,22/8/16,11.4,3163,2,1,1,333,,,Glen Eira,-37.8867,145.0653,Southern Metropolitan,7822
245,Carnegie,1/52 Neville St,4,t,1100000,S,hockingstuart,23/4/16,11.4,3163,4,3,2,305,,1996,Glen Eira,-37.8978,145.0506,Southern Metropolitan,7822
246,Carnegie,76 Oakleigh Rd,3,h,1125000,PI,Ray,23/4/16,11.4,3163,3,1,1,604,120,1925,Glen Eira,-37.8993,145.0528,Southern Metropolitan,7822
247,Carnegie,2/47 Coorigil Rd,2,u,601000,S,Noel,25/2/17,11.4,3163,2,1,1,132,,1970,Glen Eira,-37.8959,145.06,Southern Metropolitan,7822
248,Carnegie,83 Truganini Rd,3,h,1910000,S,Buxton,25/2/17,11.4,3163,3,1,1,720,,,Glen Eira,-37.8922,145.0544,Southern Metropolitan,7822
249,Carnegie,5/102 Oakleigh Rd,2,u,450000,S,Anderson,27/6/16,11.4,3163,2,1,1,0,72,1970,Glen Eira,-37.8999,145.0575,Southern Metropolitan,7822
250,Carnegie,3/9 Maroona Rd,1,u,365000,S,hockingstuart,30/7/16,11.4,3163,1,1,1,0,48,1960,Glen Eira,-37.8887,145.048,Southern Metropolitan,7822
251,Caulfield,30 Pyne St,4,h,131000,PI,Rodney,25/2/17,8.9,3162,4,1,2,499,155,1920,Glen Eira,-37.8864,145.0242,Southern Metropolitan,2379
252,Caulfield North,6/378 Dandenong Rd,2,u,622000,PI,Castran,25/2/17,8.1,3161,2,2,1,934,,,Glen Eira,-37.8607,145.0116,Southern Metropolitan,6923
253,Caulfield South,26 Flowers St,3,h,1577500,S,hockingstuart,3/9/16,9.3,3162,3,2,2,357,144,1935,Glen Eira,-37.8896,145.0307,Southern Metropolitan,5051
254,Caulfield South,1 Rotorua St,2,h,1012000,S,Gary,7/5/16,9.3,3162,2,1,1,0,,,Glen Eira,-37.9002,145.027,Southern Metropolitan,5051
255,Caulfield South,80 Sycamore St,3,h,1170000,S,Biggin,8/10/16,9.3,3162,3,1,1,359,120,,Glen Eira,-37.8898,145.0196,Southern Metropolitan,5051
256,Caulfield South,5 Filbert St,3,h,1314000,S,Gary,10/9/16,9.3,3162,3,1,2,339,,,Glen Eira,-37.8906,145.0221,Southern Metropolitan,5051
257,Caulfield South,245 Booran Rd,4,h,1570000,S,hockingstuart,28/5/16,9.3,3162,3,2,2,641,215,1970,Glen Eira,-37.9012,145.035,Southern Metropolitan,5051
258,Chadstone,4/5 Rae St,3,h,650000,PI,hockingstuart,15/10/16,13.6,3148,3,2,2,160,101,2000,Monash,-37.8859,145.0934,Southern Metropolitan,3582
259,Chadstone,1/19 Warrina St,4,t,965000,SP,Buxton,17/9/16,13.6,3148,4,3,2,273,182,2012,Monash,-37.8742,145.105,Southern Metropolitan,3582
260,Clifton Hill,66 Noone St,2,h,780000,S,Harrington,4/6/16,3.4,3068,2,1,1,155,85,1880,Yarra,-37.7934,144.9922,Northern Metropolitan,2954
261,Clifton Hill,86 Hodgkinson St,2,h,1420000,S,Collins,8/10/16,3.4,3068,2,1,0,180,,,Yarra,-37.7898,144.9903,Northern Metropolitan,2954
262,Clifton Hill,85 Roseneath St,2,h,1105000,S,Harrington,8/10/16,3.4,3068,2,1,1,185,84,1910,Yarra,-37.7927,144.9981,Northern Metropolitan,2954
263,Clifton Hill,2A Council St,2,h,880000,VB,Nelson,18/3/17,3.4,3068,2,1,0,100,,,Yarra,-37.7923,144.9858,Northern Metropolitan,2954
264,Clifton Hill,49 Fenwick St,3,h,1680000,S,Nelson,19/11/16,3.4,3068,3,2,1,201,,,Yarra,-37.7884,145,Northern Metropolitan,2954
265,Clifton Hill,1 John St,2,h,730000,S,Nelson,22/5/16,3.4,3068,2,1,1,103,,,Yarra,-37.7898,144.9957,Northern Metropolitan,2954
266,Clifton Hill,1/493 Hoddle St,2,u,533000,SP,Jellis,24/9/16,3.4,3068,2,1,1,0,,1970,Yarra,-37.7931,144.9938,Northern Metropolitan,2954
267,Clifton Hill,53 John St,2,t,640000,VB,Miles,28/8/16,3.4,3068,2,1,1,0,,,Yarra,-37.7873,144.9961,Northern Metropolitan,2954
268,Coburg,35 The Grove,8,u,2250000,PI,Peter,4/3/17,7.8,3058,4,2,4,983,,,Moreland,-37.7517,144.9699,Northern Metropolitan,11204
269,Coburg,2/58 Moore St,3,t,865000,S,Nelson,7/11/16,7.8,3058,3,2,2,263,,2008,Moreland,-37.7546,144.9713,Northern Metropolitan,11204
270,Coburg,56 The Grove,6,h,1900000,VB,hockingstuart,10/12/16,7.8,3058,6,2,2,1060,,,Moreland,-37.7523,144.9725,Northern Metropolitan,11204
271,Coburg,19 Audley St,4,h,1136000,S,Ray,18/3/17,7.8,3058,4,3,1,420,146,1920,Moreland,-37.7501,144.962,Northern Metropolitan,11204
272,Coburg,9 Vincent St,4,h,1155000,S,Nelson,18/3/17,7.8,3058,4,1,2,370,,,Moreland,-37.7431,144.956,Northern Metropolitan,11204
273,Coburg,13 Hudson St,4,h,1160000,PI,Jellis,18/6/16,7.8,3058,4,2,5,371,,1888,Moreland,-37.7436,144.962,Northern Metropolitan,11204
274,Coburg,1 Shaftsbury St,4,h,990000,SP,Grantham,24/9/16,7.8,3058,4,1,1,488,142,1930,Moreland,-37.7537,144.9532,Northern Metropolitan,11204
275,Coburg,15 Hardwick St,5,h,1020000,PI,Raine,25/2/17,7.8,3058,5,2,4,381,286,1985,Moreland,-37.7492,144.969,Northern Metropolitan,11204
276,Coburg,2/618 Sydney Rd,3,t,600000,S,Brad,25/2/17,7.8,3058,3,1,1,102,95,1976,Moreland,-37.736,144.9665,Northern Metropolitan,11204
277,Coburg,3/117 Gordon St,3,t,687000,S,Nelson,27/11/16,7.8,3058,3,1,1,116,140,1995,Moreland,-37.7454,144.9487,Northern Metropolitan,11204
278,Coburg,265 Bell St,2,h,700000,VB,Nelson,28/5/16,7.8,3058,2,1,2,381,92,1925,Moreland,-37.74,144.9516,Northern Metropolitan,11204
279,Coburg,29 Hardwick St,2,h,981000,S,Nelson,28/8/16,7.8,3058,2,1,1,263,114,1910,Moreland,-37.7493,144.97,Northern Metropolitan,11204
280,Coburg North,3/1 Headley St,3,t,631000,S,McGrath,4/3/17,9.2,3058,3,1,1,178,120,2012,Moreland,-37.7297,144.9645,Northern Metropolitan,3445
281,Coburg North,13 Pixel Cct,3,h,625000,S,Nelson,10/9/16,9.2,3058,3,1,2,104,138,2014,Moreland,-37.7307,144.9826,Northern Metropolitan,3445
282,Coburg North,23 Goleen St,3,h,782000,S,Barry,11/3/17,9.2,3058,3,1,3,576,,,Moreland,-37.7269,144.9654,Northern Metropolitan,3445
283,Coburg North,1 McDonnell Rd,2,h,820000,SP,Nelson,12/11/16,9.2,3058,2,1,4,629,120,1960,Moreland,-37.7276,144.9688,Northern Metropolitan,3445
284,Coburg North,18 Ronald St,3,h,750000,S,hockingstuart,18/3/17,9.2,3058,3,2,2,310,,,Moreland,-37.7305,144.9809,Northern Metropolitan,3445
285,Coburg North,127 Elizabeth St,3,h,637000,S,Brad,18/6/16,9.2,3058,3,1,4,498,97,1950,Moreland,-37.7323,144.9833,Northern Metropolitan,3445
286,Coburg North,27 Snapshot Dr,5,h,1172000,S,Ray,19/11/16,9.2,3058,5,3,2,425,37,2014,Moreland,-37.7302,144.9816,Northern Metropolitan,3445
287,Coburg North,64 Elizabeth St,3,h,650000,SP,Barry,25/2/17,9.2,3058,3,1,1,407,95,1930,Darebin,-37.7351,144.9833,Northern Metropolitan,3445
288,Coburg North,2 Carr St,3,h,970000,S,Jellis,27/11/16,9.2,3058,3,1,2,575,129,1960,Moreland,-37.7307,144.9704,Northern Metropolitan,3445
289,Collingwood,2/79 Oxford St,2,u,855000,S,Nelson,3/9/16,1.6,3066,2,1,1,2886,122,1830,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
290,Collingwood,1/79 Oxford St,2,h,1230000,S,Jellis,11/2/17,1.6,3066,2,2,1,0,153,1920,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
291,Collingwood,382 Wellington St,2,h,855000,S,Jellis,12/11/16,1.6,3066,2,1,0,130,80,1890,Yarra,-37.7953,144.9882,Northern Metropolitan,4553
292,Collingwood,4/13 Alexander St,1,u,457000,S,Jellis,13/8/16,1.6,3066,1,1,1,406,49,1970,Yarra,-37.796,144.9911,Northern Metropolitan,4553
293,Collingwood,84 Budd St,3,h,1075000,S,hockingstuart,16/4/16,1.6,3066,3,1,0,183,104,1880,Yarra,-37.7948,144.9875,Northern Metropolitan,4553
294,Collingwood,15/78 Oxford St,1,u,461000,SP,Jellis,16/7/16,1.6,3066,1,1,1,0,,,Yarra,-37.8035,144.985,Northern Metropolitan,4553
295,Collingwood,8/122 Sackville St,2,u,450000,S,Biggin,28/5/16,1.6,3066,2,1,1,0,,1970,Yarra,-37.7988,144.9912,Northern Metropolitan,4553
296,Doncaster,33 Thiele St,4,h,1396000,S,Barry,3/12/16,13.9,3108,4,1,2,658,138,1975,Manningham,-37.7827,145.1358,Eastern Metropolitan,9028
297,Doncaster,5 Arnold Gr,4,h,1868000,S,hockingstuart,7/5/16,13.9,3108,3,2,2,925,218,1960,Manningham,-37.7869,145.1183,Eastern Metropolitan,9028
298,Doncaster,4 Colston Cl,4,h,1250000,PI,Barry,10/12/16,13.9,3108,4,2,2,780,,,Manningham,-37.7955,145.139,Eastern Metropolitan,9028
299,Doncaster,2 Louise Ct,3,h,1030000,S,Ray,17/9/16,13.9,3108,3,1,1,827,100,1960,Manningham,-37.7848,145.1029,Eastern Metropolitan,9028
300,Doncaster,1/1 Paul St,2,u,522500,S,Noel,18/6/16,13.9,3108,2,1,1,145,,,Manningham,-37.7874,145.1043,Eastern Metropolitan,9028
301,Doncaster,741 Elgar Rd,3,h,1391000,S,Ray,23/4/16,13.9,3108,3,1,1,764,175,1965,Manningham,-37.7934,145.1207,Eastern Metropolitan,9028
302,Doncaster,16 Katrina St,3,h,1020000,PI,hockingstuart,27/6/16,13.9,3108,3,1,2,725,,,Manningham,-37.7945,145.1172,Eastern Metropolitan,9028
303,Doncaster,394 Manningham Rd,3,h,1202000,S,Barry,27/11/16,13.9,3108,3,2,2,649,150,1965,Manningham,-37.7794,145.1224,Eastern Metropolitan,9028
304,Doncaster,34 Ayr St,3,h,826000,S,Assisi,28/8/16,13.9,3108,3,1,4,192,278,,Manningham,-37.7837,145.1027,Eastern Metropolitan,9028
305,Doncaster,1 Crawford Rd,3,h,900000,S,Barry,28/8/16,13.9,3108,4,3,2,385,,,Manningham,-37.7774,145.1205,Eastern Metropolitan,9028
306,Doncaster,2 Eildon St,3,t,888000,S,Jellis,28/8/16,13.9,3108,3,2,1,192,,,Manningham,-37.7942,145.1256,Eastern Metropolitan,9028
307,Eaglemont,76 Castle St,4,h,1650000,VB,Miles,10/9/16,10.3,3084,4,3,2,724,327,1940,Banyule,-37.7594,145.0594,Eastern Metropolitan,1651
308,Elsternwick,8 Ross St,4,h,1100000,VB,hockingstuart,3/12/16,8.5,3185,4,2,0,147,159,1910,Glen Eira,-37.8852,144.9997,Southern Metropolitan,4898
309,Elsternwick,1/20 College St,2,u,700000,S,Biggin,7/11/16,8.5,3185,2,1,2,99,92,,Glen Eira,-37.8951,145.0085,Southern Metropolitan,4898
310,Elsternwick,14 Prentice St,3,h,1805000,PI,Biggin,10/12/16,8.5,3185,3,2,1,347,,,Glen Eira,-37.8833,145.0118,Southern Metropolitan,4898
311,Elsternwick,2/21 Gisborne St,2,h,1160000,SP,Chisholm,12/11/16,8.5,3185,2,2,2,155,137,2011,Glen Eira,-37.8887,145.0046,Southern Metropolitan,4898
312,Elsternwick,20 Shoobra Rd,4,h,2806000,S,Biggin,19/11/16,8.5,3185,4,3,2,669,255,1930,Glen Eira,-37.8871,145.0081,Southern Metropolitan,4898
313,Elsternwick,22 Carlingford St,4,h,2050000,PI,Biggin,27/6/16,8.5,3185,3,3,2,420,270,2016,Glen Eira,-37.8891,145.0102,Southern Metropolitan,4898
314,Elwood,6/217 Brighton Rd,2,u,525000,S,Wilson,3/12/16,7.7,3184,2,1,1,553,83,1960,Port Phillip,-37.8802,144.9942,Southern Metropolitan,8989
315,Elwood,4/6 May St,2,u,750000,S,Gary,3/12/16,7.7,3184,2,1,1,0,71,1930,Port Phillip,-37.8791,144.9923,Southern Metropolitan,8989
316,Elwood,4 Wilton Gr,3,t,1395000,S,Pride,4/2/16,7.7,3184,3,2,1,400,126,1996,Port Phillip,-37.8829,144.9797,Southern Metropolitan,8989
317,Elwood,12/27 Dickens St,2,u,855000,S,hockingstuart,4/3/17,7.7,3184,2,1,1,1966,85,1960,Port Phillip,-37.8725,144.9848,Southern Metropolitan,8989
318,Elwood,59 Spray St,3,h,1911000,S,Marshall,4/3/17,7.7,3184,3,1,2,327,,1900,Port Phillip,-37.8846,144.9879,Southern Metropolitan,8989
